[90,0,90,90,177,90,90,60,76,110,90,90,120,104,70,90] + [500,800]
[40,0,130,140,177,50,90,60,76,110,90,90,120,104,70,90] + [500,900]
[40,0,130,140,177,50,90,45,106,95,90,90,135,74,85,90] + [500,1100]
[40,0,130,140,177,50,90,35,126,85,90,90,145,54,95,90] + [500,1100]
[40,0,75,140,177,115,90,35,126,85,90,90,145,54,95,90] + [500,900]
[35,0,75,145,177,115,90,35,126,85,90,90,145,54,95,90] + [500,800]
[35,0,75,145,177,115,90,45,106,95,90,90,135,74,85,90] + [500,1100]
[0,0,75,180,177,115,90,60,76,110,90,90,120,104,70,90] + [500,1100]

